DRILLHOLE_NO,DEPTH_FROM_M,DEPTH_TO_M,GIS_CODE,STRAT_UNIT_NAME,MAJOR_LITHOLOGY,age_class,is_pre_adelaidean,is_pandurra,is_crystalline_basement,DH_NAME,drill_date,dist_od_km
9993,0.0,12.2,K--rmb,Bulldog Shale,Shale,post-Cambrian cover,False,False,False,MOUNT WOODS 5,1964-11-01,167.5
9993,12.2,48.8,P-,Permian rocks,Shale,post-Cambrian cover,False,False,False,MOUNT WOODS 5,1964-11-01,167.5
9993,48.8,50.9,Y-,Palaeoproterozoic rocks,Amphibolite,Palaeoproterozoic,True,False,True,MOUNT WOODS 5,1964-11-01,167.5
9994,0.0,12.2,K--rmb,Bulldog Shale,Shale,post-Cambrian cover,False,False,False,MOUNT WOODS 6,1964-10-29,168.7
9994,12.2,61.6,P-,Permian rocks,Shale,post-Cambrian cover,False,False,False,MOUNT WOODS 6,1964-10-29,168.7
9994,61.6,64.3,Y-,Palaeoproterozoic rocks,Granulite,Palaeoproterozoic,True,False,True,MOUNT WOODS 6,1964-10-29,168.7
9995,0.0,24.4,K--rmb,Bulldog Shale,Shale,post-Cambrian cover,False,False,False,MOUNT WOODS 7,1964-11-03,162.7
9995,24.4,87.8,P-,Permian rocks,Shale,post-Cambrian cover,False,False,False,MOUNT WOODS 7,1964-11-03,162.7
9995,87.8,90.6,Y-qs,Skylark Metasediments,Granulite,Palaeoproterozoic,True,False,True,MOUNT WOODS 7,1964-11-03,162.7
13761,0.0,5.5,aI,Tertiary-Pleistocene rocks,Soil,post-Cambrian cover,False,False,False,MCCORQUINDALES BORE,1959-09-11,131.2
13761,5.5,39.3,JK---a,Algebuckina Sandstone,Sandstone,post-Cambrian cover,False,False,False,MCCORQUINDALES BORE,1959-09-11,131.2
13761,39.3,71.93,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,MCCORQUINDALES BORE,1959-09-11,131.2
13792,0.0,4.6,aI,Tertiary-Pleistocene rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,CROWS NEST BORE.,1962-05-10,119.4
13792,4.6,33.5,JK---a,Algebuckina Sandstone,Sandstone,post-Cambrian cover,False,False,False,CROWS NEST BORE.,1962-05-10,119.4
13792,33.5,48.8,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,CROWS NEST BORE.,1962-05-10,119.4
13813,0.0,1.2,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,SISTERS BORE,1962-05-09,110.4
13813,1.2,45.4,JK---a,Algebuckina Sandstone,Sandstone,post-Cambrian cover,False,False,False,SISTERS BORE,1962-05-09,110.4
13813,45.4,53.0,P----s,Stuart Range Formation,Shale,post-Cambrian cover,False,False,False,SISTERS BORE,1962-05-09,110.4
13813,53.0,54.3,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,SISTERS BORE,1962-05-09,110.4
13842,0.0,1.5,IH,Quaternary rocks,Silt,post-Cambrian cover,False,False,False,CATTLE WELL BORE,1962-08-03,113.4
13842,1.5,3.4,mp---md,Danae Conglomerate Member,Conglomerate,post-Cambrian cover,False,False,False,CATTLE WELL BORE,1962-08-03,113.4
13842,3.4,16.8,JK---a,Algebuckina Sandstone,Sand,post-Cambrian cover,False,False,False,CATTLE WELL BORE,1962-08-03,113.4
13842,16.8,30.5,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,CATTLE WELL BORE,1962-08-03,113.4
13999,0.0,4.6,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,SWAMP BORE NO.1.,1961-01-01,111.0
13999,4.6,21.3,JK---a,Algebuckina Sandstone,Sandstone,post-Cambrian cover,False,False,False,SWAMP BORE NO.1.,1961-01-01,111.0
13999,21.3,40.2,CP---b,Boorthanna Formation,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,SWAMP BORE NO.1.,1961-01-01,111.0
13999,40.2,58.5,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,SWAMP BORE NO.1.,1961-01-01,111.0
14205,0.0,6.1,IH,Quaternary rocks,Sandstone,post-Cambrian cover,False,False,False,WEEDINA 1,1970-03-23,248.9
14205,6.1,66.45,K----ca,Mount Anna Sandstone Member,Sandstone,post-Cambrian cover,False,False,False,WEEDINA 1,1970-03-23,248.9
14205,66.45,558.7,P----t,Mount Toondina Formation,Siltstone,post-Cambrian cover,False,False,False,WEEDINA 1,1970-03-23,248.9
14205,558.7,657.15,P----s,Stuart Range Formation,,post-Cambrian cover,False,False,False,WEEDINA 1,1970-03-23,248.9
14205,657.15,726.34,CP---b,Boorthanna Formation,,post-Cambrian cover,False,False,False,WEEDINA 1,1970-03-23,248.9
14205,726.34,1609.04,E----c,Cootanoorina Formation,,Cambrian,False,False,False,WEEDINA 1,1970-03-23,248.9
14205,1609.04,1624.28,AD,Archaean-Devonian rocks,,Archaean,True,False,True,WEEDINA 1,1970-03-23,248.9
16348,0.0,2.74,aI,Tertiary-Pleistocene rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,BUCKLEBOO SILO 1,1959-07-01,283.2
16348,2.74,6.1,AYs,Sleaford Complex,Granite,Archaean,True,False,True,BUCKLEBOO SILO 1,1959-07-01,283.2
16364,0.0,9.0,I---r---04,Pleistocene regolith/colluvial unit 4,Sand,post-Cambrian cover,False,False,False,PINKAWILLINIE,1928-09-01,290.5
16364,9.0,36.0,M-th,Hiltaba Suite,Granite,Mesoproterozoic,True,False,True,PINKAWILLINIE,1928-09-01,290.5
18057,0.0,3.9,aI,Tertiary-Pleistocene rocks,Gravel,post-Cambrian cover,False,False,False,WOOMERA 1,1958-05-30,82.5
18057,3.9,42.06,K--rmb,Bulldog Shale,Shale,post-Cambrian cover,False,False,False,WOOMERA 1,1958-05-30,82.5
18057,42.06,80.16,N-hwstc,Corraberra Sandstone Member,Sandstone,Adelaidean,False,False,False,WOOMERA 1,1958-05-30,82.5
18057,80.16,239.12,N-hwstt,Tregolana Shale Member,Shale,Adelaidean,False,False,False,WOOMERA 1,1958-05-30,82.5
18057,239.12,340.61,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,WOOMERA 1,1958-05-30,82.5
18057,340.61,454.15,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,WOOMERA 1,1958-05-30,82.5
18057,454.15,611.12,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,WOOMERA 1,1958-05-30,82.5
19796,1.22,28.66,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 1,1967-09-25,257.9
19796,28.66,49.53,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 1,1967-09-25,257.9
19796,49.53,75.0,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 1,1967-09-25,257.9
19796,75.0,92.26,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 1,1967-09-25,257.9
19796,92.26,115.98,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 1,1967-09-25,257.9
19796,115.98,131.11,M-talr--01,Roopena Basalt unit 1,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 1,1967-09-25,257.9
19796,131.11,149.35,M-talf--01,Fresh Well Formation unit 1,Siltstone,Mesoproterozoic,True,False,True,ROOPENA DDH 1,1967-09-25,257.9
19796,149.35,227.25,M-talf--01,Fresh Well Formation unit 1,Peperite,Mesoproterozoic,True,False,True,ROOPENA DDH 1,1967-09-25,257.9
19796,227.25,249.58,Y--x-o,Moonabie Formation,Sandstone,Palaeoproterozoic,True,False,True,ROOPENA DDH 1,1967-09-25,257.9
19845,0.0,6.75,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 4,1968-08-20,257.8
19845,6.75,13.75,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 4,1968-08-20,257.8
19845,13.75,30.5,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 4,1968-08-20,257.8
19845,30.5,38.0,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 4,1968-08-20,257.8
19845,38.0,46.25,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 4,1968-08-20,257.8
19845,46.25,54.25,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 4,1968-08-20,257.8
19845,54.25,79.25,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 4,1968-08-20,257.8
19845,79.25,98.75,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 4,1968-08-20,257.8
19845,98.75,121.25,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 4,1968-08-20,257.8
19845,121.25,126.3,M-talr--01,Roopena Basalt unit 1,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 4,1968-08-20,257.8
19845,126.3,139.43,M-talf--01,Fresh Well Formation unit 1,Sandstone,Mesoproterozoic,True,False,True,ROOPENA DDH 4,1968-08-20,257.8
19845,139.43,168.3,Y--x-o,Moonabie Formation,Sandstone,Palaeoproterozoic,True,False,True,ROOPENA DDH 4,1968-08-20,257.8
19846,0.0,7.6,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 2,1967-10-16,257.9
19846,7.6,21.43,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 2,1967-10-16,257.9
19846,21.43,25.0,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 2,1967-10-16,257.9
19846,25.0,34.14,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 2,1967-10-16,257.9
19846,34.14,57.25,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 2,1967-10-16,257.9
19846,57.25,58.6,M-talf,Fresh Well Formation,Peperite,Mesoproterozoic,True,False,True,ROOPENA DDH 2,1967-10-16,257.9
19846,58.6,66.34,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 2,1967-10-16,257.9
19846,66.34,83.06,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 2,1967-10-16,257.9
19846,83.06,101.78,M-talr--01,Roopena Basalt unit 1,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 2,1967-10-16,257.9
19846,101.78,120.47,Y--x-o,Moonabie Formation,Sandstone,Palaeoproterozoic,True,False,True,ROOPENA DDH 2,1967-10-16,257.9
19847,0.0,37.19,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 3,1968-07-18,257.9
19847,37.19,62.63,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 3,1968-07-18,257.9
19847,62.63,83.0,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 3,1968-07-18,257.9
19847,83.0,102.11,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 3,1968-07-18,257.9
19847,102.11,130.22,M-talr--02,Roopena Basalt unit 2,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 3,1968-07-18,257.9
19847,130.22,141.43,M-talr--01,Roopena Basalt unit 1,Basalt,Mesoproterozoic,True,False,True,ROOPENA DDH 3,1968-07-18,257.9
19847,141.43,151.97,M-talf--01,Fresh Well Formation unit 1,Sandstone,Mesoproterozoic,True,False,True,ROOPENA DDH 3,1968-07-18,257.9
19847,151.97,175.87,Y--x-o,Moonabie Formation,Sandstone,Palaeoproterozoic,True,False,True,ROOPENA DDH 3,1968-07-18,257.9
19902,0.0,0.6,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 53,1973-11-12,249.4
19902,0.6,49.0,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PACMINEX EX 53,1973-11-12,249.4
19902,49.0,55.0,N-xcak,Backy Point Formation,Conglomerate,Adelaidean,False,False,False,PACMINEX EX 53,1973-11-12,249.4
19902,55.0,61.0,M----p,Pandurra Formation,Sedimentary Rock,Mesoproterozoic,True,True,False,PACMINEX EX 53,1973-11-12,249.4
19904,0.0,6.0,IH,Quaternary rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,PACMINEX EX 45,1973-11-08,240.5
19904,6.0,43.0,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PACMINEX EX 45,1973-11-08,240.5
19904,43.0,52.0,N-xcak,Backy Point Formation,Conglomerate,Adelaidean,False,False,False,PACMINEX EX 45,1973-11-08,240.5
19904,52.0,56.4,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 45,1973-11-08,240.5
19905,0.0,12.0,IH,Quaternary rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,PACMINEX EX 41,1973-10-03,234.2
19905,12.0,24.0,N-hu----02,Umberatana Group unit 2,Clay (Undiff. Origin),Adelaidean,False,False,False,PACMINEX EX 41,1973-10-03,234.2
19905,24.0,34.0,N-hunt,Tapley Hill Formation,Dolomite Rock,Adelaidean,False,False,False,PACMINEX EX 41,1973-10-03,234.2
19905,34.0,41.0,N-xcak,Backy Point Formation,Conglomerate,Adelaidean,False,False,False,PACMINEX EX 41,1973-10-03,234.2
19905,41.0,65.5,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 41,1973-10-03,234.2
19907,0.0,24.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 76,1974-03-13,257.7
19907,24.0,30.0,N-hunt,Tapley Hill Formation,Dolomite Rock,Adelaidean,False,False,False,PACMINEX EX 76,1974-03-13,257.7
19907,30.0,33.0,N-xcak,Backy Point Formation,Conglomerate,Adelaidean,False,False,False,PACMINEX EX 76,1974-03-13,257.7
19907,33.0,37.5,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 76,1974-03-13,257.7
19919,0.0,13.1,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,DME KATUNGA HILLS DDH 1,1954-03-19,259.4
19919,13.1,412.0,AY-i,Middleback Subgroup,Jaspilite,Archaean,True,False,True,DME KATUNGA HILLS DDH 1,1954-03-19,259.4
19919,412.0,565.8,AY-i-k,Katunga Dolomite,Dolomite Rock,Archaean,True,False,True,DME KATUNGA HILLS DDH 1,1954-03-19,259.4
19920,0.0,5.8,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,DME KATUNGA HILLS DDH 2,1953-06-19,260.6
19920,5.8,199.3,AY-i,Middleback Subgroup,Jaspilite,Archaean,True,False,True,DME KATUNGA HILLS DDH 2,1953-06-19,260.6
19920,199.3,201.1,AY-i-k,Katunga Dolomite,Chert,Archaean,True,False,True,DME KATUNGA HILLS DDH 2,1953-06-19,260.6
19920,201.1,204.5,Y-------46,Palaeoproterozoic unit 46,Amphibolite,Palaeoproterozoic,True,False,True,DME KATUNGA HILLS DDH 2,1953-06-19,260.6
19920,204.5,205.7,AY-i-k,Katunga Dolomite,Marble,Archaean,True,False,True,DME KATUNGA HILLS DDH 2,1953-06-19,260.6
19920,205.7,244.1,A----c,Cooyerdoo Granite,Gneiss,Archaean,True,False,True,DME KATUNGA HILLS DDH 2,1953-06-19,260.6
19920,244.1,246.6,A-------01,Archaean unit 1,Amphibolite,Archaean,True,False,True,DME KATUNGA HILLS DDH 2,1953-06-19,260.6
19921,0.0,44.2,AY-i,Middleback Subgroup,Jaspilite,Archaean,True,False,True,DME DDH 6,1954-04-01,260.5
19921,44.2,76.5,Y-h--r,Burrawing Amphibolite,Amphibolite,Palaeoproterozoic,True,False,True,DME DDH 6,1954-04-01,260.5
19921,76.5,106.3,AY-i,Middleback Subgroup,Jaspilite,Archaean,True,False,True,DME DDH 6,1954-04-01,260.5
19922,0.0,50.6,AY-i,Middleback Subgroup,Jaspilite,Archaean,True,False,True,DME DDH 7,1956-07-31,259.7
19924,0.0,12.0,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,DME PH 2A,1956-07-27,258.6
19924,12.0,29.72,AY-i,Middleback Subgroup,Jaspilite,Archaean,True,False,True,DME PH 2A,1956-07-27,258.6
19925,0.0,23.0,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,DME PH 3,1956-08-16,258.9
19925,23.0,77.72,AM,Archaean-Mesoproterozoic rocks,Granite,Archaean,True,False,True,DME PH 3,1956-08-16,258.9
19926,0.0,3.0,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,DME PH 5,1956-09-21,258.7
19926,3.0,7.62,A----c,Cooyerdoo Granite,Granite,Archaean,True,False,True,DME PH 5,1956-09-21,258.7
19927,0.0,7.0,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,DME PH 8,1956-09-03,258.9
19927,7.0,21.3,A----c,Cooyerdoo Granite,Schist,Archaean,True,False,True,DME PH 8,1956-09-03,258.9
19927,21.3,64.6,A-------01,Archaean unit 1,Amphibolite,Archaean,True,False,True,DME PH 8,1956-09-03,258.9
19927,64.6,65.84,A----c,Cooyerdoo Granite,Granite,Archaean,True,False,True,DME PH 8,1956-09-03,258.9
19928,0.0,18.3,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,DME PH 9,1956-10-19,259.8
19928,18.3,42.7,Y-h--r,Burrawing Amphibolite,Amphibolite,Palaeoproterozoic,True,False,True,DME PH 9,1956-10-19,259.8
19928,42.7,54.48,AY-i,Middleback Subgroup,Jaspilite,Archaean,True,False,True,DME PH 9,1956-10-19,259.8
19929,0.0,9.1,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,DME PH 10,1956-11-29,260.6
19929,9.1,10.97,AY-i,Middleback Subgroup,Jaspilite,Archaean,True,False,True,DME PH 10,1956-11-29,260.6
19930,0.0,12.2,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,DME PH 11,1956-12-10,260.5
19930,12.2,20.4,AY-i,Middleback Subgroup,Jaspilite,Archaean,True,False,True,DME PH 11,1956-12-10,260.5
19931,0.0,15.2,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,DME PH 12,1956-12-18,260.5
19931,15.2,16.76,AY-i,Middleback Subgroup,Jaspilite,Archaean,True,False,True,DME PH 12,1956-12-18,260.5
19932,0.0,24.4,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,DME PH 13,1957-01-22,260.5
19932,24.4,32.0,AY-i,Middleback Subgroup,Jaspilite,Archaean,True,False,True,DME PH 13,1957-01-22,260.5
19933,0.0,15.2,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,DME PH 14,1957-02-04,260.4
19933,15.2,27.43,AY-i,Middleback Subgroup,Schist,Archaean,True,False,True,DME PH 14,1957-02-04,260.4
19934,0.0,30.5,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,DME PH 15,1957-02-19,260.1
19934,30.5,45.7,Y-------46,Palaeoproterozoic unit 46,Amphibolite,Palaeoproterozoic,True,False,True,DME PH 15,1957-02-19,260.1
19934,45.7,45.72,AY-i,Middleback Subgroup,Jaspilite,Archaean,True,False,True,DME PH 15,1957-02-19,260.1
19935,0.0,48.8,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,DME PH 16,1957-03-25,259.7
19935,48.8,49.68,AY-i,Middleback Subgroup,Jaspilite,Archaean,True,False,True,DME PH 16,1957-03-25,259.7
19936,0.0,30.8,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,DME PH 17,1957-04-09,259.9
19936,30.8,31.09,AM,Archaean-Mesoproterozoic rocks,Granite,Archaean,True,False,True,DME PH 17,1957-04-09,259.9
19937,0.0,29.0,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,DME PH 19,1957-05-01,259.5
19937,29.0,71.93,AM,Archaean-Mesoproterozoic rocks,Granite,Archaean,True,False,True,DME PH 19,1957-05-01,259.5
19938,0.0,3.0,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,DME PBH 1,1956-08-06,251.6
19938,3.0,26.8,Y--t-r,Corunna Conglomerate,Quartzite,Palaeoproterozoic,True,False,True,DME PBH 1,1956-08-06,251.6
19939,0.0,19.8,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,DME PBH 2,1956-08-27,251.5
19939,19.8,32.0,Y--t-r,Corunna Conglomerate,Quartzite,Palaeoproterozoic,True,False,True,DME PBH 2,1956-08-27,251.5
19940,0.0,15.2,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,DME PBH 3,1956-09-13,251.7
19940,15.2,22.3,Y--t-r,Corunna Conglomerate,,Palaeoproterozoic,True,False,True,DME PBH 3,1956-09-13,251.7
19941,0.0,36.6,Y--t-r,Corunna Conglomerate,Breccia (Undiff. Origin),Palaeoproterozoic,True,False,True,DME PBH 5,1956-10-10,251.8
19942,0.0,32.0,Y--t-r,Corunna Conglomerate,Breccia (Undiff. Origin),Palaeoproterozoic,True,False,True,DME PBH 7,1956-09-07,252.0
19943,0.0,29.0,Y--t-r,Corunna Conglomerate,Schist,Palaeoproterozoic,True,False,True,DME PBH 8,1956-08-30,251.6
19944,0.0,17.4,Y--t-r,Corunna Conglomerate,Schist,Palaeoproterozoic,True,False,True,DME PBH 9,1956-09-20,251.6
19945,0.0,1.8,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,DME DDH 12,1955-04-22,252.1
19945,1.8,20.1,N----g,Gairdner Dolerite,Amphibolite,Adelaidean,False,False,False,DME DDH 12,1955-04-22,252.1
19945,20.1,152.93,Y--t-r,Corunna Conglomerate,Quartzite,Palaeoproterozoic,True,False,True,DME DDH 12,1955-04-22,252.1
19946,0.0,3.05,Y--t-r,Corunna Conglomerate,Breccia (Undiff. Origin),Palaeoproterozoic,True,False,True,DME DDH 42,1956-09-11,251.7
19947,0.0,67.4,Y--t-r,Corunna Conglomerate,Breccia (Undiff. Origin),Palaeoproterozoic,True,False,True,DME DDH 42A,1956-10-19,251.7
19948,0.0,3.0,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,DME DDH 44,1957-02-01,251.7
19948,3.0,101.1,Y--t-r,Corunna Conglomerate,Breccia (Undiff. Origin),Palaeoproterozoic,True,False,True,DME DDH 44,1957-02-01,251.7
19949,0.0,4.9,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,DME DDH 45,1957-01-16,251.7
19949,4.9,107.6,Y--t-r,Corunna Conglomerate,Breccia (Undiff. Origin),Palaeoproterozoic,True,False,True,DME DDH 45,1957-01-16,251.7
19950,0.0,110.9,Y--t-r,Corunna Conglomerate,Breccia (Undiff. Origin),Palaeoproterozoic,True,False,True,DME DDH 40,1956-09-03,252.2
19951,0.0,1.8,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,DME DDH 30,1956-01-20,252.5
19951,1.8,205.4,Y--t-r,Corunna Conglomerate,Breccia (Undiff. Origin),Palaeoproterozoic,True,False,True,DME DDH 30,1956-01-20,252.5
19952,0.0,3.7,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,DME DDH 13,1955-07-12,253.3
19952,3.7,149.7,Y--t-r,Corunna Conglomerate,Breccia (Undiff. Origin),Palaeoproterozoic,True,False,True,DME DDH 13,1955-07-12,253.3
19952,149.7,192.6,N----g,Gairdner Dolerite,Dolerite,Adelaidean,False,False,False,DME DDH 13,1955-07-12,253.3
19972,0.0,24.4,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,DME DDH 8,1956-12-31,258.4
19972,24.4,61.0,A----c,Cooyerdoo Granite,Schist,Archaean,True,False,True,DME DDH 8,1956-12-31,258.4
19972,61.0,64.0,------br,breccia,Fault Breccia,post-Cambrian cover,False,False,False,DME DDH 8,1956-12-31,258.4
19972,64.0,74.7,Y-h--r,Burrawing Amphibolite,Amphibolite,Palaeoproterozoic,True,False,True,DME DDH 8,1956-12-31,258.4
19972,74.7,334.4,AY-i,Middleback Subgroup,Jaspilite,Archaean,True,False,True,DME DDH 8,1956-12-31,258.4
19972,334.4,337.1,Y-h--r,Burrawing Amphibolite,Amphibolite,Palaeoproterozoic,True,False,True,DME DDH 8,1956-12-31,258.4
19997,0.0,33.3,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,DME DDH 39A,1957-06-14,255.7
19997,33.3,278.0,Y--t-r,Corunna Conglomerate,Breccia (Undiff. Origin),Palaeoproterozoic,True,False,True,DME DDH 39A,1957-06-14,255.7
20424,0.0,7.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 132,1974-06-27,188.0
20424,7.0,52.5,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 132,1974-06-27,188.0
20424,52.5,53.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 132,1974-06-27,188.0
20425,0.0,7.5,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 130,1974-06-26,188.4
20425,7.5,54.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 130,1974-06-26,188.4
20425,54.0,56.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 130,1974-06-26,188.4
20438,0.0,3.0,------nd,no description,,post-Cambrian cover,False,False,False,PACMINEX EX 142,1974-07-11,179.7
20438,3.0,27.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 142,1974-07-11,179.7
20438,27.0,51.0,N-hu----02,Umberatana Group unit 2,Siltstone,Adelaidean,False,False,False,PACMINEX EX 142,1974-07-11,179.7
20438,51.0,52.4,N-hunt,Tapley Hill Formation,Dolomite Rock,Adelaidean,False,False,False,PACMINEX EX 142,1974-07-11,179.7
20438,52.4,52.5,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 142,1974-07-11,179.7
20440,0.0,4.5,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 143,1974-07-12,182.3
20440,4.5,18.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 143,1974-07-12,182.3
20440,18.0,37.5,N-hu----02,Umberatana Group unit 2,Siltstone,Adelaidean,False,False,False,PACMINEX EX 143,1974-07-12,182.3
20440,37.5,41.9,N-huntw,Woocalla Dolomite Member,Dolomite Rock,Adelaidean,False,False,False,PACMINEX EX 143,1974-07-12,182.3
20440,41.9,42.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 143,1974-07-12,182.3
20448,0.0,6.0,aI,Tertiary-Pleistocene rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,PACMINEX EX 31,1973-10-16,221.6
20448,6.0,53.6,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 31,1973-10-16,221.6
20448,53.6,54.9,M-ta,Gawler Range Volcanics,Rhyolite,Mesoproterozoic,True,False,True,PACMINEX EX 31,1973-10-16,221.6
20449,0.0,3.0,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 32,1973-10-16,223.7
