DRILLHOLE_NO,DH_NAME,lon_dd,lat_dd,drill_date,OPERATOR_NAME,in_regional_window,dist_od_km,LOGGING_ORGANISATION,logging_date,logged_before_t0,DEPTH_FROM_M,DEPTH_TO_M,GIS_CODE,STRAT_UNIT_NAME,age_class,is_pre_adelaidean,is_pandurra,is_crystalline_basement,MAJOR_LITHOLOGY,MINOR_LITHOLOGY,DESCRIPTION,facies_class,reduced_words,reductant_words,oxidised_words
174830,T 29,138.1295675,-30.8272174,1972-05-29,Carpentaria Exploration Co Pty Ltd.,False,126.4,Mines & Energy SA,1999-06-24,False,3.0,15.24,I---ln,Nilpena Limestone,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Limestone,"Limestone, cream, clayey, highly weathered towards top to grey/green calcareous clay.",reduced,green; grey,,
174831,T 30,138.1343205,-30.8290364,1972-05-30,Carpentaria Exploration Co Pty Ltd.,False,126.9,Mines & Energy SA,1999-06-24,False,0.0,18.29,E-rh-j,Ajax Limestone,Cambrian,False,False,False,Dolomite Rock,Clay (Regolith),"Dolomite, grey, some brown, shaly in part, partly weathered to yellow-white clay, rare quartz.",mixed,grey,,brown
174831,T 30,138.1343205,-30.8290364,1972-05-30,Carpentaria Exploration Co Pty Ltd.,False,126.9,Mines & Energy SA,1999-06-24,False,18.29,30.48,E-rh-p,Parachilna Formation,Cambrian,False,False,False,Clay (Regolith),Sand,"Clay ?weathered shale/sandstone, white, sandy, fine grained quartz, some malachite towards top.",none,,,
174832,T 31,138.1355575,-30.8296044,1972-05-30,Carpentaria Exploration Co Pty Ltd.,False,127.0,Mines & Energy SA,1999-06-24,False,0.0,7.62,E-rh-j,Ajax Limestone,Cambrian,False,False,False,Dolomite Rock,Clay (Regolith),"Dolomite, brown-grey-cream-yellow, some cream-yellow clay with depth, rare gypsum towards top.",mixed,grey,,brown
174832,T 31,138.1355575,-30.8296044,1972-05-30,Carpentaria Exploration Co Pty Ltd.,False,127.0,Mines & Energy SA,1999-06-24,False,7.62,32.0,E-rh-p,Parachilna Formation,Cambrian,False,False,False,Clay (Regolith),Sand,"Clay ?weathered shale/sandstone, white, sandy, fine grained quartz, some ?cerussite towards top, rare chert 18-21m, minor limonite.",oxidised,,,limonite
174832,T 31,138.1355575,-30.8296044,1972-05-30,Carpentaria Exploration Co Pty Ltd.,False,127.0,Mines & Energy SA,1999-06-24,False,32.0,35.66,N-hwpr,Rawnsley Quartzite,Adelaidean,False,False,False,Clay (Regolith),Quartzite,"Quartzite, white, mainly weathered to white-yellow sandy clay, rare malachite staining",none,,,
174833,T 32,138.1425195,-30.8697084,1972-05-31,Carpentaria Exploration Co Pty Ltd.,False,129.2,Mines & Energy SA,1999-06-24,False,0.0,30.48,N-hw-w,Wonoka Formation,Adelaidean,False,False,False,Dolomite Rock,Clay (Regolith),"Dolomite, weathered, purple, minor yellow, rare blue/green, rare clay, occasional Mn oxides, fissile in places.",mixed,green,,purple
174834,T 33,138.1440575,-30.8812854,1972-05-31,Carpentaria Exploration Co Pty Ltd.,False,129.8,Mines & Energy SA,1999-06-24,False,0.0,30.48,N-hw-w,Wonoka Formation,Adelaidean,False,False,False,Dolomite Rock,Clay (Regolith),"Dolomite, weathered, purple, minor green, very minor brown clay, rare limonite on fractures.",mixed,green,,brown; limonite; purple
174835,T 34,138.1556575,-30.8672924,1972-06-01,Carpentaria Exploration Co Pty Ltd.,False,130.3,Mines & Energy SA,1999-06-24,False,0.0,22.86,N-hw-w,Wonoka Formation,Adelaidean,False,False,False,Dolomite Rock,,"Dolomite, purple, lesser green, rare limonite & manganese on fracrures.",mixed,green,,limonite; purple
174836,T 35A,138.1576435,-30.9380374,1972-06-02,Carpentaria Exploration Co Pty Ltd.,False,133.5,Mines & Energy SA,1999-06-24,False,0.0,30.48,N-hw-w,Wonoka Formation,Adelaidean,False,False,False,Dolomite Rock,Clay (Regolith),"Dolomite, purple, minor yellow, rare grey/green, minor purple-brown clay with depth, fissile in part.",mixed,green; grey,,brown; purple
174837,T 36,138.1593795,-30.9500694,1972-06-02,Carpentaria Exploration Co Pty Ltd.,False,134.2,Mines & Energy SA,1999-06-24,False,0.0,30.48,N-hw-w,Wonoka Formation,Adelaidean,False,False,False,Dolomite Rock,Clay (Regolith),"Dolomite, yellow-purple-grey-brown, minor pale yellow clay, fissile in part with pale blue/green staining on surfaces.",mixed,green; grey,,brown; purple
174838,T 37,138.1594255,-30.9626964,1972-06-03,Carpentaria Exploration Co Pty Ltd.,False,134.8,Mines & Energy SA,1999-06-24,False,0.0,30.48,N-hw-w,Wonoka Formation,Adelaidean,False,False,False,Dolomite Rock,Clay (Regolith),"Dolomite, khaki-purple to 13m then green-grey-purple, minor clay.",mixed,green; grey,,purple
174839,T 38,138.1700625,-30.9710454,1972-06-03,Carpentaria Exploration Co Pty Ltd.,False,136.1,Mines & Energy SA,1999-06-24,False,0.0,6.1,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),,"Clay, pale green-yellow, minor gypsum.",reduced,green,,
174839,T 38,138.1700625,-30.9710454,1972-06-03,Carpentaria Exploration Co Pty Ltd.,False,136.1,Mines & Energy SA,1999-06-24,False,6.1,12.19,I---ln,Nilpena Limestone,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Limestone,"Clay, pale green-yellow, minor yellow & pale green limestone, occasional Mn oxides.",reduced,green,,
174840,T 38A,138.1701775,-30.9706874,1972-06-03,Carpentaria Exploration Co Pty Ltd.,False,136.1,Mines & Energy SA,1999-06-24,False,0.0,22.86,N-hw-w,Wonoka Formation,Adelaidean,False,False,False,Dolomite Rock,Clay (Regolith),"Dolomite, weathered, purple-brown-yellow-green, minor brown-yellow-red/brown limonitic or hematitic clay.",mixed,green,,brown; hematitic; limonitic; purple; red
174841,T 39,138.1247005,-30.8116884,1972-06-05,Carpentaria Exploration Co Pty Ltd.,False,125.4,Mines & Energy SA,1999-06-25,False,0.0,25.6,E-rh-j,Ajax Limestone,Cambrian,False,False,False,Dolomite Rock,Clay (Regolith),"Dolomite, yellow-green-grey, mainly highly weathered & clayey, sandy in part, common Mn oxides.",reduced,green; grey,,
174842,T 40,138.1243875,-30.8116814,1972-06-05,Carpentaria Exploration Co Pty Ltd.,False,125.4,Mines & Energy SA,1999-06-25,False,0.0,21.34,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Gravel,"Clay, sandy in part, pale brown-red/brown-pink/brown, common gravel of dolomite & calcrete fragments, rare Fe & Mn oxides.",oxidised,,,brown; red
174843,T 41,138.1249815,-30.8127944,1972-06-05,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-06-25,False,0.0,4.57,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Gravel,"Clay, sandy, pink-brown, common gravel of dolomite & calcrete fragments, some Fe & Mn oxides.",oxidised,,,brown
174843,T 41,138.1249815,-30.8127944,1972-06-05,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-06-25,False,4.57,13.72,E-rh-j,Ajax Limestone,Cambrian,False,False,False,Dolomite Rock,Clay (Regolith),"Dolomite, pink-yellow-brown, partly weathered to yellow/brown-red/brown clay, abundant Fe & Mn oxides towards bottom.",oxidised,,,brown; red
174844,T 42,138.1246685,-30.8127874,1972-06-05,Carpentaria Exploration Co Pty Ltd.,False,125.4,Mines & Energy SA,1999-06-25,False,0.0,6.1,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Gravel,"Clay, sandy, pink-cream, common gravel of dolomite & calcrete fragments, some chert towards bottom.",none,,,
174844,T 42,138.1246685,-30.8127874,1972-06-05,Carpentaria Exploration Co Pty Ltd.,False,125.4,Mines & Energy SA,1999-06-25,False,6.1,28.65,E-rh-j,Ajax Limestone,Cambrian,False,False,False,Dolomite Rock,Clay (Regolith),"Dolomite, pink-yellow, manganiferous, partly weathered to pink/brown clay.",oxidised,,,brown
174845,T 43,138.1249895,-30.8125244,1972-06-06,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-06-25,False,0.0,4.57,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Gravel,"Clay, sandy, brown, common gravel of dolomite & calcrete fragments.",oxidised,,,brown
174845,T 43,138.1249895,-30.8125244,1972-06-06,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-06-25,False,4.57,30.48,E-rh-j,Ajax Limestone,Cambrian,False,False,False,Dolomite Rock,Clay (Regolith),"Dolomite, manganiferous in part, pink-yellow-brown, partly weathered to yellow/brown clay, common Fe & Mn oxides.",oxidised,,,brown
174845,T 43,138.1249895,-30.8125244,1972-06-06,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-06-25,False,30.48,39.62,N-hwpr,Rawnsley Quartzite,Adelaidean,False,False,False,Clay (Regolith),Quartzite,"?Weathered quartzite: clay, yellow/brown-brown, sandy, fine rounded quartz, occasional fragments of weathered quartzit,. some Fe & Mn oxides.",oxidised,,,brown
174846,T 44,138.1249475,-30.8139484,1972-06-06,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-06-25,False,0.0,16.76,E-rh-j,Ajax Limestone,Cambrian,False,False,False,Dolomite Rock,Clay (Regolith),"Dolomite, leached, pink-brown-purple, partly weathered to yellow/brown sandy clay, some gypsum and calcrete coatings in top 6m, some Fe & Mn oxides.",oxidised,,,brown; purple
174846,T 44,138.1249475,-30.8139484,1972-06-06,Carpentaria Exploration Co Pty Ltd.,False,125.5,Mines & Energy SA,1999-06-25,False,16.76,27.43,N-hwpr,Rawnsley Quartzite,Adelaidean,False,False,False,Clay (Regolith),Quartzite,"?Weathered quartzite: clay, yellow/brown-brown, sandy, fine rounded quartz, occasional fragments of weathered quartzit,. some Fe & Mn oxides.",oxidised,,,brown
174847,T 45,138.1248375,-30.8106094,1972-06-06,Carpentaria Exploration Co Pty Ltd.,False,125.4,Mines & Energy SA,1999-06-25,False,0.0,12.19,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Gravel,"Clay, sandy, brown, common gravel of dolomite & calcrete fragments.",oxidised,,,brown
174847,T 45,138.1248375,-30.8106094,1972-06-06,Carpentaria Exploration Co Pty Ltd.,False,125.4,Mines & Energy SA,1999-06-25,False,12.19,33.53,E-rh-j,Ajax Limestone,Cambrian,False,False,False,Dolomite Rock,Clay (Regolith),"Dolomite, pink-yellow-brown, weathered to pink-brown sandy clay in top 9m, some Fe & Mn oxides, some barite towards bottom.",oxidised,,,brown
174863,EU 6,139.2900173,-31.9260975,1972-07-19,North Broken Hill Ltd.,False,282.0,Mines & Energy SA,1999-07-02,False,0.0,13.18,------ns,no sample,post-Cambrian cover,False,False,False,No Information,,No sample recovered.,none,,,
174863,EU 6,139.2900173,-31.9260975,1972-07-19,North Broken Hill Ltd.,False,282.0,Mines & Energy SA,1999-07-02,False,13.18,45.42,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Grit,,Grit.,none,,,
174863,EU 6,139.2900173,-31.9260975,1972-07-19,North Broken Hill Ltd.,False,282.0,Mines & Energy SA,1999-07-02,False,45.42,81.08,N-hu,Umberatana Group,Adelaidean,False,False,False,Clay (Regolith),,"?Weathered bedrock. Clay, white, some pink, vague banding, petrology indicates bedrock.",none,,,
174863,EU 6,139.2900173,-31.9260975,1972-07-19,North Broken Hill Ltd.,False,282.0,Mines & Energy SA,1999-07-02,False,81.08,366.37,N-hu,Umberatana Group,Adelaidean,False,False,False,Siltstone,Quartzite,"Siltstone, dark grey, banded, weathered khaki-pale brown above 140m, common thin pale quartzite interbeds, scattered quartz-calcite veins, rare trace chalcopyrite.",mixed,chalcopyrite; dark; grey,chalcopyrite,brown
174864,EU 7,139.2909583,-31.9324235,1972-11-30,North Broken Hill Ltd.,False,282.5,Mines & Energy SA,1999-07-02,False,0.0,72.49,------nd,no description,post-Cambrian cover,False,False,False,No Information,,Not described.,none,,,
174864,EU 7,139.2909583,-31.9324235,1972-11-30,North Broken Hill Ltd.,False,282.5,Mines & Energy SA,1999-07-02,False,72.49,487.67,N-hu,Umberatana Group,Adelaidean,False,False,False,Siltstone,,"Siltstone, variably banded, pale thick bands & thin black bands, wavy in places, common quartz-calcite veins carrying trace pyrite chalcopyrite sphalerite galena, rare thin quartzite bands.",reduced,black; chalcopyrite; galena; pyrite; sphalerite,chalcopyrite; galena; pyrite; sphalerite,
174865,EU 8,139.3132173,-31.9124265,1972-10-03,North Broken Hill Ltd.,False,282.9,Mines & Energy SA,1999-07-02,False,0.0,42.98,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Gravel,"Clay, gravel, & sand, with soil & calcrete at top.",none,,,
174865,EU 8,139.3132173,-31.9124265,1972-10-03,North Broken Hill Ltd.,False,282.9,Mines & Energy SA,1999-07-02,False,42.98,97.54,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),,"Clay, white, minor red staining, petrology indicates this is not bedrock.",oxidised,,,red
174865,EU 8,139.3132173,-31.9124265,1972-10-03,North Broken Hill Ltd.,False,282.9,Mines & Energy SA,1999-07-02,False,81.08,452.2,N-hunt,Tapley Hill Formation,Adelaidean,False,False,False,Siltstone,Quartzite,"Siltstone, blue-dark grey when fresh, weathered khaki-yellow/brown above 135m, banded, rare thin quartzite bands, rare scattered quartz-calcite veins with trace pyrite pyrrhotite.",mixed,dark; grey; pyrite,pyrite,brown
174866,EU 9A,139.3098143,-31.9307825,1973-02-17,North Broken Hill Ltd.,False,283.8,Mines & Energy SA,1999-07-02,False,0.0,33.53,------nd,no description,post-Cambrian cover,False,False,False,No Information,,Not described.,none,,,
174866,EU 9A,139.3098143,-31.9307825,1973-02-17,North Broken Hill Ltd.,False,283.8,Mines & Energy SA,1999-07-02,False,33.53,34.44,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sandstone,Gravel,Sandstone & gravel overburden.,none,,,
174866,EU 9A,139.3098143,-31.9307825,1973-02-17,North Broken Hill Ltd.,False,283.8,Mines & Energy SA,1999-07-02,False,34.44,93.57,------nd,no description,post-Cambrian cover,False,False,False,No Information,,Not described.,none,,,
174866,EU 9A,139.3098143,-31.9307825,1973-02-17,North Broken Hill Ltd.,False,283.8,Mines & Energy SA,1999-07-02,False,93.57,217.32,N-hu,Umberatana Group,Adelaidean,False,False,False,Siltstone,Sandstone,"Siltstone, grey, fresh, finely parallel banded with grey/white & very dark bands, rare thin fine sandstone bands, very rare quartz veins carrying trace sphalerite & chalcopyrite.",reduced,chalcopyrite; dark; grey; sphalerite,chalcopyrite; sphalerite,
174867,EU 10,139.2789323,-31.9363205,1972-12-19,North Broken Hill Ltd.,False,281.8,Mines & Energy SA,1999-07-02,False,0.0,18.29,------nd,no description,post-Cambrian cover,False,False,False,No Information,,Not described.,none,,,
174867,EU 10,139.2789323,-31.9363205,1972-12-19,North Broken Hill Ltd.,False,281.8,Mines & Energy SA,1999-07-02,False,18.29,19.35,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Gravel,,Gravel/conglomerate of rounded siltstone & quartzite boulders.,none,,,
174867,EU 10,139.2789323,-31.9363205,1972-12-19,North Broken Hill Ltd.,False,281.8,Mines & Energy SA,1999-07-02,False,19.35,384.05,N-hu,Umberatana Group,Adelaidean,False,False,False,Siltstone,Shale,"Siltstone, finely banded dark grey & grey/white, common thin shaly interbeds, cleaved & ruptured in places, common thin quartz veins with very rare trace pyrite.",reduced,dark; grey; pyrite,pyrite,
174868,EU 11,139.2438013,-31.9426035,1973-03-23,North Broken Hill Ltd.,False,279.5,Mines & Energy SA,1999-07-02,False,0.0,182.88,N-huir,Tarcowie Siltstone,Adelaidean,False,False,False,Siltstone,Sandstone,"Siltstone, grey, interbedded fine grained sandstone common above 60m, rare below, common quartz veins carrying common galena sphalerite pyrite & trace bornite",reduced,bornite; galena; grey; pyrite; sphalerite,bornite; galena; pyrite; sphalerite,
174869,EU 12,139.3097323,-31.9295185,1973-03-10,North Broken Hill Ltd.,False,283.7,Mines & Energy SA,1999-07-02,False,0.0,82.3,------nd,no description,post-Cambrian cover,False,False,False,No Information,,Not described.,none,,,
174869,EU 12,139.3097323,-31.9295185,1973-03-10,North Broken Hill Ltd.,False,283.7,Mines & Energy SA,1999-07-02,False,82.3,259.08,N-hu,Umberatana Group,Adelaidean,False,False,False,Siltstone,Sandstone,"Siltstone, fresh, grey, fine parallel banding with grey/white & very dark bands, few thin fine sandstone bands, common quartz veins carrying chalcopyrite & rare sphalerite.",reduced,chalcopyrite; dark; grey; sphalerite,chalcopyrite; sphalerite,
174870,EU 13,139.2358053,-31.9458315,1973-03-26,North Broken Hill Ltd.,False,279.1,Mines & Energy SA,1999-07-02,False,0.0,6.48,------nd,no description,post-Cambrian cover,False,False,False,No Information,,Not described.,none,,,
174870,EU 13,139.2358053,-31.9458315,1973-03-26,North Broken Hill Ltd.,False,279.1,Mines & Energy SA,1999-07-02,False,6.48,149.35,N-huir,Tarcowie Siltstone,Adelaidean,False,False,False,Siltstone,,"Siltstone, pyritic, partly weathered, rare fine quartz veins with trace pyrite sphalerite bornite.",reduced,bornite; pyrite; pyritic; sphalerite,bornite; pyrite; pyritic; sphalerite,
174871,EU 14,139.2352523,-31.9415845,1973-04-18,North Broken Hill Ltd.,False,278.8,Mines & Energy SA,1999-07-02,False,0.0,5.49,------nd,no description,post-Cambrian cover,False,False,False,No Information,,Not described.,none,,,
174871,EU 14,139.2352523,-31.9415845,1973-04-18,North Broken Hill Ltd.,False,278.8,Mines & Energy SA,1999-07-02,False,5.49,244.37,N-huir,Tarcowie Siltstone,Adelaidean,False,False,False,Siltstone,Sandstone,"Siltstone, banded, weathered above 100m, minor fine grained sandstone bands, common quartz & calcite veins below 110m carrying common galena chalcopyrite bornite.",reduced,bornite; chalcopyrite; galena,bornite; chalcopyrite; galena,
174885,EU 120W/60N,139.2092183,-31.9258855,1971-12-31,North Broken Hill Ltd.,False,275.8,Mines & Energy SA,1999-07-06,False,0.0,25.3,H---a,Holocene alluvial/fluvial sediments,post-Cambrian cover,False,False,False,Gravel,Sand,"River gravels, sand, silt & some clay, mainly silt with depth.",none,,,
174886,PATAWARTA 2,138.6682885,-30.9662134,1971-11-21,North Flinders Mines Ltd.,False,180.0,Mines & Energy SA,1999-07-08,False,0.0,97.54,N-hw-b,Bunyeroo Formation,Adelaidean,False,False,False,Siltstone,,"Siltstone, laminated, grey-black weathered clayey & yellow-green-grey towards top, pyritic throughout, disseminated & in fine grains & veinlets, commonly to 1%.",reduced,black; green; grey; pyritic,pyritic,
174887,WLF 1,139.4195544,-30.6945785,1970-07-31,CRA Exploration Pty Ltd.,False,244.1,Mines & Energy SA,1999-07-08,False,0.0,18.59,H---a---01,Holocene alluvial/fluvial unit 1,post-Cambrian cover,False,False,False,Gravel,Sand,"Gravel & sand, unconsolidated, brown-grey.",mixed,grey,,brown
174888,WLF 2,139.4445214,-30.7131045,1970-07-04,CRA Exploration Pty Ltd.,False,246.7,Mines & Energy SA,1999-07-08,False,0.0,6.41,IH--ec,Coonarbine Formation,post-Cambrian cover,False,False,False,Silt,Mud,"Silt & mud, red/brown, calcareous.",oxidised,,,brown; red
174888,WLF 2,139.4445214,-30.7131045,1970-07-04,CRA Exploration Pty Ltd.,False,246.7,Mines & Energy SA,1999-07-08,False,6.41,123.14,pI--aw,Willawortina Formation,post-Cambrian cover,False,False,False,Sand,Silt,"Gravel to 19m, coarse, grey, unconsolidated, then interbedded fine sand, silt & mud, gravelly in places, red/brown, highly carbonaceous grey silt 100-107m.",mixed,carbonaceous; grey,carbonaceous,brown; red
174888,WLF 2,139.4445214,-30.7131045,1970-07-04,CRA Exploration Pty Ltd.,False,246.7,Mines & Energy SA,1999-07-08,False,123.14,160.02,op---n,Namba Formation,post-Cambrian cover,False,False,False,Mud,,"Mud, grey-green, minor red/brown & grey, common dark green/grey below 140m.",mixed,dark; green; grey,,brown; red
174892,WLF 6,139.4091334,-30.8394315,1970-06-09,CRA Exploration Pty Ltd.,False,245.3,Mines & Energy SA,1999-07-08,False,0.0,16.15,IH--ec,Coonarbine Formation,post-Cambrian cover,False,False,False,Sand,Gravel,"Sand & gravel, grey, calcareous.",reduced,grey,,
174892,WLF 6,139.4091334,-30.8394315,1970-06-09,CRA Exploration Pty Ltd.,False,245.3,Mines & Energy SA,1999-07-08,False,16.15,117.35,pI--aw,Willawortina Formation,post-Cambrian cover,False,False,False,Mud,Silt,"Mud & silt, mainly red/brown, grey yellow & pink in parts, carbonaceous & calcareous.",mixed,carbonaceous; grey,carbonaceous,brown; red
174892,WLF 6,139.4091334,-30.8394315,1970-06-09,CRA Exploration Pty Ltd.,False,245.3,Mines & Energy SA,1999-07-08,False,117.35,160.02,op---n,Namba Formation,post-Cambrian cover,False,False,False,Mud,,"Mud, mainly grey-green, darker with depth.",reduced,darker; green; grey,,
174893,WLF 7,139.4456804,-30.8553035,1970-06-03,CRA Exploration Pty Ltd.,False,249.1,Mines & Energy SA,1999-07-08,False,0.0,7.62,IH--ec,Coonarbine Formation,post-Cambrian cover,False,False,False,Sand,Gravel,"Sand, gravelly & silty, some calcrete.",none,,,
174893,WLF 7,139.4456804,-30.8553035,1970-06-03,CRA Exploration Pty Ltd.,False,249.1,Mines & Energy SA,1999-07-08,False,7.62,89.31,pI--aw,Willawortina Formation,post-Cambrian cover,False,False,False,Silt,Mud,"Silt & mud, red/brown, grey at top.",mixed,grey,,brown; red
174893,WLF 7,139.4456804,-30.8553035,1970-06-03,CRA Exploration Pty Ltd.,False,249.1,Mines & Energy SA,1999-07-08,False,89.31,160.02,op---n,Namba Formation,post-Cambrian cover,False,False,False,Mud,,"Mud, mainly grey-green, darker with depth, common blue/grey below 114m.",reduced,darker; green; grey,,
174894,WLF 8,139.3986134,-30.8810735,1970-06-10,CRA Exploration Pty Ltd.,False,245.2,Mines & Energy SA,1999-07-08,False,0.0,16.46,IH--ec,Coonarbine Formation,post-Cambrian cover,False,False,False,Sand,Gravel,"Sand, brown. highly calcareous, gravelly in top 3m.",oxidised,,,brown
174894,WLF 8,139.3986134,-30.8810735,1970-06-10,CRA Exploration Pty Ltd.,False,245.2,Mines & Energy SA,1999-07-08,False,16.46,91.14,pI--aw,Willawortina Formation,post-Cambrian cover,False,False,False,Silt,Mud,"Silt & mud, red/brown.",oxidised,,,brown; red
174894,WLF 8,139.3986134,-30.8810735,1970-06-10,CRA Exploration Pty Ltd.,False,245.2,Mines & Energy SA,1999-07-08,False,91.14,160.02,op---n,Namba Formation,post-Cambrian cover,False,False,False,Mud,,"Mud, grey-green, becoming darker with depth.",reduced,darker; green; grey,,
174895,WLF 9,139.3799654,-30.9138605,1970-06-13,CRA Exploration Pty Ltd.,False,244.1,Mines & Energy SA,1999-07-09,False,0.0,3.05,IH--ec,Coonarbine Formation,post-Cambrian cover,False,False,False,Sand,,"Sand, brown.",oxidised,,,brown
174895,WLF 9,139.3799654,-30.9138605,1970-06-13,CRA Exploration Pty Ltd.,False,244.1,Mines & Energy SA,1999-07-09,False,3.05,105.16,pI--aw,Willawortina Formation,post-Cambrian cover,False,False,False,Sand,Silt,"Sand, gravel & silt to 57m, red/brown-grey, calcareous, then red/brown sandy silt & mud, finer with depth.",mixed,grey,,brown; red
174895,WLF 9,139.3799654,-30.9138605,1970-06-13,CRA Exploration Pty Ltd.,False,244.1,Mines & Energy SA,1999-07-09,False,105.16,160.02,op---n,Namba Formation,post-Cambrian cover,False,False,False,Mud,,"Mud, grey-green, multi-coloured at top, dark blue below 140m.",reduced,dark; green; grey,,
174896,WLF 10,139.3458004,-30.9837955,1970-06-17,CRA Exploration Pty Ltd.,False,242.7,Mines & Energy SA,1999-07-09,False,0.0,45.72,IH--ec,Coonarbine Formation,post-Cambrian cover,False,False,False,Gravel,Sand,"Gravel & sand, grey-brown-red/brown, calcareous.",mixed,grey,,brown; red
174896,WLF 10,139.3458004,-30.9837955,1970-06-17,CRA Exploration Pty Ltd.,False,242.7,Mines & Energy SA,1999-07-09,False,45.72,119.48,pI--aw,Willawortina Formation,post-Cambrian cover,False,False,False,Sand,Silt,"Sand, silt & mud, red/brown, minor gravel.",oxidised,,,brown; red
174896,WLF 10,139.3458004,-30.9837955,1970-06-17,CRA Exploration Pty Ltd.,False,242.7,Mines & Energy SA,1999-07-09,False,119.48,160.02,op---n,Namba Formation,post-Cambrian cover,False,False,False,Mud,,"Mud, grey-green, darker with depth.",reduced,darker; green; grey,,
174897,WLF 11,139.4392204,-31.0598375,1970-06-19,CRA Exploration Pty Ltd.,False,253.4,Mines & Energy SA,1999-07-09,False,0.0,2.74,IH--ec,Coonarbine Formation,post-Cambrian cover,False,False,False,Silt,Mud,"Silt, muddy, pale brown, with gypsum &  calcrete.",oxidised,,,brown
174897,WLF 11,139.4392204,-31.0598375,1970-06-19,CRA Exploration Pty Ltd.,False,253.4,Mines & Energy SA,1999-07-09,False,2.74,115.82,pI--aw,Willawortina Formation,post-Cambrian cover,False,False,False,Mud,Silt,"Mud & silt, mainly red/brown, incxreasing grey below 90m, sandy & gravelly in parts",mixed,grey,,brown; red
174897,WLF 11,139.4392204,-31.0598375,1970-06-19,CRA Exploration Pty Ltd.,False,253.4,Mines & Energy SA,1999-07-09,False,115.82,160.02,op---n,Namba Formation,post-Cambrian cover,False,False,False,Mud,,"Mud, mainly grey & grey-green, minor red/brown, white & dark blue, hard band with gamma kick at 150m.",mixed,dark; green; grey,,brown; red
174898,WLF 12,139.4296294,-31.0950855,1970-06-21,CRA Exploration Pty Ltd.,False,253.6,Mines & Energy SA,1999-07-09,False,0.0,28.65,IH--ec,Coonarbine Formation,post-Cambrian cover,False,False,False,Sand,Silt,"Sand, silt & mud, brown, calcareous, minor gravel.",oxidised,,,brown
174898,WLF 12,139.4296294,-31.0950855,1970-06-21,CRA Exploration Pty Ltd.,False,253.6,Mines & Energy SA,1999-07-09,False,28.65,94.49,pI--aw,Willawortina Formation,post-Cambrian cover,False,False,False,Mud,Silt,"Mud & sandy silt, red/brown.",oxidised,,,brown; red
174898,WLF 12,139.4296294,-31.0950855,1970-06-21,CRA Exploration Pty Ltd.,False,253.6,Mines & Energy SA,1999-07-09,False,94.49,160.02,op---n,Namba Formation,post-Cambrian cover,False,False,False,Mud,Dolomite Rock,"Mud, grey-green, white dolomite 104-125m.",reduced,green; grey,,
174899,SML 1,139.2531043,-31.9652825,1970-12-31,Lone Star Exploration NL.,False,281.7,Mines & Energy SA,1999-07-09,False,0.0,35.97,N-huie,Enorama Shale,Adelaidean,False,False,False,Slate,Sandstone,"Interbedded slate, light grey-grey, abundant fine carbonate veins, minor quartz veining, & sandstone, medium grained, calcareous in part, few quartz & carbonate veins, some laminated slate bands.",reduced,grey,,
174901,HK 1,138.7628984,-31.6817865,1969-12-31,Exoil NL.,False,225.7,Mines & Energy SA,1999-07-13,False,0.0,48.77,E-rh-r,Mernmerna Formation,Cambrian,False,False,False,No Information,,No log. Inferred Mernmerna Formation based on 1:250000 geological map.,none,,,
174902,HK 2,138.7573984,-31.6824115,1969-12-31,Exoil NL.,False,225.4,Mines & Energy SA,1999-07-13,False,0.0,42.67,E-rh-r,Mernmerna Formation,Cambrian,False,False,False,Shale,Dolomite Rock,Shale & dolomite under alluvium.Inferred Mernmerna Formation based on 1:250000 geological map.,none,,,
174904,HK 3,138.7569524,-31.6834865,1969-12-31,Exoil NL.,False,225.4,Mines & Energy SA,1999-07-13,False,0.0,32.0,E-rh-r,Mernmerna Formation,Cambrian,False,False,False,No Information,,No log. Inferred Mernmerna Formation based on 1:250000 geological map.,none,,,
