DRILLHOLE_NO,DH_NAME,lon_dd,lat_dd,drill_date,OPERATOR_NAME,in_regional_window,dist_od_km,LOGGING_ORGANISATION,logging_date,logged_before_t0,DEPTH_FROM_M,DEPTH_TO_M,GIS_CODE,STRAT_UNIT_NAME,age_class,is_pre_adelaidean,is_pandurra,is_crystalline_basement,MAJOR_LITHOLOGY,MINOR_LITHOLOGY,DESCRIPTION,facies_class,reduced_words,reductant_words,oxidised_words
33183,SPRINGFIELD 4,138.3958974,-32.1197674,1958-07-04,South Australia. Department of Mines and Energy.,False,235.4,Mines & Energy SA,1998-09-10,False,0.0,1.52,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Soil,Laterite,Lateritic ironstone surface & limonitic soil.,oxidised,,,limonitic
33183,SPRINGFIELD 4,138.3958974,-32.1197674,1958-07-04,South Australia. Department of Mines and Energy.,False,235.4,Mines & Energy SA,1998-09-10,False,1.52,60.96,R-,Triassic rocks,post-Cambrian cover,False,False,False,Shale,Siltstone,"Shale, layered, varicoloured grey-green-brown, lesser siltstone, rare sandstone, commonly carbonaceous.",mixed,carbonaceous; green; grey,carbonaceous,brown
33184,SPRINGFIELD 12,138.4061714,-32.1128454,1958-09-16,South Australia. Department of Mines and Energy.,False,235.4,Mines & Energy SA,1998-09-10,False,0.0,8.38,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Alluvium,Clay (Undiff. Origin),"Alluvium, pebbly clay.",none,,,
33184,SPRINGFIELD 12,138.4061714,-32.1128454,1958-09-16,South Australia. Department of Mines and Energy.,False,235.4,Mines & Energy SA,1998-09-10,False,8.38,60.96,R-,Triassic rocks,post-Cambrian cover,False,False,False,Argillite,Siltstone,"Argillite. interbedded with lesser siltstone, whitish-grey-dark brown-black, rare sandstone, commonly carbonaceous with coaly fragments & rare thin clayey coal seams.",mixed,black; carbonaceous; dark; grey,carbonaceous,brown
33185,SPRINGFIELD 14,138.4052464,-32.1118344,1958-10-02,South Australia. Department of Mines and Energy.,False,235.2,Mines & Energy SA,1998-09-10,False,0.0,7.32,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Alluvium,Clay (Undiff. Origin),"Alluvium, brown pebbly clay.",oxidised,,,brown
33185,SPRINGFIELD 14,138.4052464,-32.1118344,1958-10-02,South Australia. Department of Mines and Energy.,False,235.2,Mines & Energy SA,1998-09-10,False,7.32,60.96,R-,Triassic rocks,post-Cambrian cover,False,False,False,Argillite,Clay (Sedimentary),"Argillite. layered grey, lesser buff & black, minor clay layers & rare interbedded siltstone, shaly in places, mainly carbonaceous with common disseminated patches of lustrous coal.",mixed,black; carbonaceous; grey,carbonaceous,buff
33186,SPRINGFIELD 17,138.3977914,-32.1206994,1958-10-28,South Australia. Department of Mines and Energy.,False,235.6,Mines & Energy SA,1998-09-10,False,0.0,4.57,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Alluvium,Soil,Soil & alluvium.,none,,,
33186,SPRINGFIELD 17,138.3977914,-32.1206994,1958-10-28,South Australia. Department of Mines and Energy.,False,235.6,Mines & Energy SA,1998-09-10,False,4.57,60.96,R-,Triassic rocks,post-Cambrian cover,False,False,False,Argillite,Sandstone,"Argillite, lesser sandstone, minor siltstone, layered, buff-light grey, rare dark grey-black, mainly carbonaceous, rare thin coal bands.",mixed,black; carbonaceous; dark; grey,carbonaceous,buff
33187,SPRINGFIELD 20,138.4042994,-32.1201924,1958-12-02,South Australia. Department of Mines and Energy.,False,235.9,Mines & Energy SA,1998-09-10,False,0.0,1.52,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Alluvium,Clay (Undiff. Origin),"Alluvium, brown clay.",oxidised,,,brown
33187,SPRINGFIELD 20,138.4042994,-32.1201924,1958-12-02,South Australia. Department of Mines and Energy.,False,235.9,Mines & Energy SA,1998-09-10,False,1.52,60.96,R-,Triassic rocks,post-Cambrian cover,False,False,False,Argillite,Siltstone,"Argillite, lesser siltstone, rare sandstone, layered, whitish-light grey-dark brown, carbonaceous in part, few coal seams to 0.6m thick.",mixed,carbonaceous; dark; grey,carbonaceous,brown
33188,SPRINGFIELD 23,138.4066424,-32.1171294,1959-02-06,South Australia. Department of Mines and Energy.,False,235.8,Mines & Energy SA,1998-09-11,False,0.0,9.14,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Alluvium,"Alluvium, brown clay soil.",oxidised,,,brown
33188,SPRINGFIELD 23,138.4066424,-32.1171294,1959-02-06,South Australia. Department of Mines and Energy.,False,235.8,Mines & Energy SA,1998-09-11,False,9.14,60.96,R-,Triassic rocks,post-Cambrian cover,False,False,False,Argillite,,"Argillite, layered white-brown-grey-black, mainly carbonaceous, few thin coal seams to 0.6m thick.",mixed,black; carbonaceous; grey,carbonaceous,brown
33190,SPRINGFIELD 5,138.3947664,-32.1190134,1958-08-20,South Australia. Department of Mines and Energy.,False,235.2,Mines & Energy SA,1998-09-10,False,0.0,6.1,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),,Brown & buff clay.,oxidised,,,brown; buff
33190,SPRINGFIELD 5,138.3947664,-32.1190134,1958-08-20,South Australia. Department of Mines and Energy.,False,235.2,Mines & Energy SA,1998-09-10,False,6.1,60.96,R-,Triassic rocks,post-Cambrian cover,False,False,False,Argillite,Siltstone,"Argillite. lesser siltstone & clay, minor sandstone, layered, varicoloured white-red-grey-black, carbonaceous in part above 25m.",mixed,black; carbonaceous; grey,carbonaceous,red
33191,CRA SFB 1,138.3947604,-32.1154964,1970-07-23,CRA Exploration Pty Ltd.,False,234.9,Mines & Energy SA,1998-09-11,False,0.0,7.92,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Gravel,Sand,"Alluvium of brown & grey gravel, sand, silt & mud.",mixed,grey,,brown
33191,CRA SFB 1,138.3947604,-32.1154964,1970-07-23,CRA Exploration Pty Ltd.,False,234.9,Mines & Energy SA,1998-09-11,False,7.92,71.93,R-,Triassic rocks,post-Cambrian cover,False,False,False,Mudstone,Siltstone,"Mudstone, grey-pale grey, carbonaceous, with interbedded siltstone & sandstone, minor shale, more common below 38m.",reduced,carbonaceous; grey,carbonaceous,
33191,CRA SFB 1,138.3947604,-32.1154964,1970-07-23,CRA Exploration Pty Ltd.,False,234.9,Mines & Energy SA,1998-09-11,False,71.93,85.95,P-,Permian rocks,post-Cambrian cover,False,False,False,Siltstone,Mudstone,"Siltstone & mudstone, red/brown & pink/grey, minor black shale.",mixed,black; grey,,brown; red
33191,CRA SFB 1,138.3947604,-32.1154964,1970-07-23,CRA Exploration Pty Ltd.,False,234.9,Mines & Energy SA,1998-09-11,False,85.95,86.41,N-huya,Appila Tillite,Adelaidean,False,False,False,Quartzite,,"Silicified quartz gravel, very hard.",none,,,
33192,CRA SFB 2,138.3930554,-32.1158224,1970-07-26,CRA Exploration Pty Ltd.,False,234.9,Mines & Energy SA,1998-09-11,False,0.0,10.97,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Gravel,Sand,"Alluvium of brown & grey gravel, sand, silt & mud.",mixed,grey,,brown
33192,CRA SFB 2,138.3930554,-32.1158224,1970-07-26,CRA Exploration Pty Ltd.,False,234.9,Mines & Energy SA,1998-09-11,False,10.97,69.19,R-,Triassic rocks,post-Cambrian cover,False,False,False,Mudstone,Siltstone,"Mudstone & interbedded siltstone, sandy in places, grey-brown-red/brown, rare black.",mixed,black; grey,,brown; red
33192,CRA SFB 2,138.3930554,-32.1158224,1970-07-26,CRA Exploration Pty Ltd.,False,234.9,Mines & Energy SA,1998-09-11,False,69.19,79.86,P-,Permian rocks,post-Cambrian cover,False,False,False,Siltstone,Gravel,"Siltstone, sandy, very pale grey, trace gravel.",reduced,grey,,
33192,CRA SFB 2,138.3930554,-32.1158224,1970-07-26,CRA Exploration Pty Ltd.,False,234.9,Mines & Energy SA,1998-09-11,False,79.86,82.3,N-huya,Appila Tillite,Adelaidean,False,False,False,Quartzite,,"Silicified coarse quartz sand, very hard, trace heavy minerals (pyrite, siderite).",reduced,pyrite,pyrite,
34113,LAKE TORRENS 3,138.0390455,-31.2388724,1960-11-10,South Australia. Department of Mines and Energy.,False,141.3,Mines & Energy SA,1999-08-23,False,0.0,30.18,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Gypsum Rock,"Clay to 16.5m, brown, minor blue/grey, sandy in part, then mainly fine seed gypsum, sandy & clayey in part, off white-orange/brown.",mixed,grey,,brown
34113,LAKE TORRENS 3,138.0390455,-31.2388724,1960-11-10,South Australia. Department of Mines and Energy.,False,141.3,Mines & Energy SA,1999-08-23,False,30.18,49.07,op---u,Neuroodla Formation,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Sand,"Clay, layered, orange/brown-brown-pale brown, silty & sandy in places, minor thin fine sand layers, trace ?carbonaceous material from 43m.",mixed,carbonaceous,carbonaceous,brown
34115,LAKE TORRENS 4,138.0708335,-31.2392144,1960-11-17,South Australia. Department of Mines and Energy.,False,143.7,Mines & Energy SA,1999-08-23,False,0.0,29.72,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Gypsum Rock,"Clay to 14m, brown-purple-green, silty & sandy in part, then mainly  gypsum, sandy & clayey in part, brown-pale brown.",mixed,green,,brown; purple
34115,LAKE TORRENS 4,138.0708335,-31.2392144,1960-11-17,South Australia. Department of Mines and Energy.,False,143.7,Mines & Energy SA,1999-08-23,False,29.72,45.72,op---u,Neuroodla Formation,post-Cambrian cover,False,False,False,Silt,Clay (Undiff. Origin),"Silt & clay, brown, minor fine clayey sand.",oxidised,,,brown
34116,LAKE TORRENS 5,138.1042895,-31.2392784,1960-11-30,South Australia. Department of Mines and Energy.,False,146.2,Mines & Energy SA,1999-08-23,False,0.0,29.87,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Gypsum Rock,"Clay, silty & sandy in placres, with common interlayered coarse crystalline gypsum, minor sand interbeds.",none,,,
34116,LAKE TORRENS 5,138.1042895,-31.2392784,1960-11-30,South Australia. Department of Mines and Energy.,False,146.2,Mines & Energy SA,1999-08-23,False,29.87,47.24,op---u,Neuroodla Formation,post-Cambrian cover,False,False,False,Sand,Clay (Undiff. Origin),"Mainly sand in top 6m, fine grained, clayey, brown, over light-dark brown clay & silty clay, minor thin fine sand, scattered carbonaceous material.",mixed,carbonaceous; dark,carbonaceous,brown
67648,YD 1,138.9168853,-32.5563565,1959-07-17,South Australia. Department of Mines and Energy.,False,303.9,Mines & Energy SA,1998-04-22,False,0.0,15.54,------ns,no sample,post-Cambrian cover,False,False,False,,,No core recovered.,none,,,
67648,YD 1,138.9168853,-32.5563565,1959-07-17,South Australia. Department of Mines and Energy.,False,303.9,Mines & Energy SA,1998-04-22,False,15.54,97.08,N-,Neoproterozoic rocks,Adelaidean,False,False,False,Sandstone,Ironstone (Undiff. Origin),"Hematite, limonite, quartzite, hematitic sandstone, some schist towards bottom, difficult drilling & very poor core recovery.",oxidised,,,hematite; hematitic; limonite
67649,YD 2,138.9169283,-32.5604875,1960-02-12,South Australia. Department of Mines and Energy.,False,304.3,Mines & Energy SA,1998-04-22,False,0.0,16.76,------ns,no sample,post-Cambrian cover,False,False,False,,,No core recovered.,none,,,
67649,YD 2,138.9169283,-32.5604875,1960-02-12,South Australia. Department of Mines and Energy.,False,304.3,Mines & Energy SA,1998-04-22,False,16.76,73.15,N-,Neoproterozoic rocks,Adelaidean,False,False,False,Schist,Ironstone (Undiff. Origin),"?Schist, limonitic, highly weathered to clay, hematitic & limonitic quartzite, massive specular hematite, minor limonitic sandstone, very poor core recovery.",oxidised,,,hematite; hematitic; limonitic
67785,BLACK ROCK 1,138.7206614,-32.8073525,1966-06-29,South Australia. Department of Mines and Energy.,False,315.2,Mines & Energy SA,1998-04-20,False,0.0,50.57,N-huyw,Wilyerpa Formation,Adelaidean,False,False,False,Quartzite,Sandstone,"Quartzite, yellowish grey-brown-white, current bedded, common interbedde fine grained sandstone & soft laminated shale.",mixed,grey,,brown
67814,CRA ORROROO 1,138.6098624,-32.7596485,1964-11-03,CRA Exploration Pty Ltd.,False,305.1,Mines & Energy SA,1999-02-01,False,0.0,76.5,N-huni,Brighton Limestone,Adelaidean,False,False,False,Limestone,Shale,"Limestone, dolomitic in part, massive to bedded, buff-grey, minor interbedded shale & sandstone in places.",mixed,grey,,buff
67815,CRA ORROROO 2,138.6050774,-32.7629835,1964-11-27,CRA Exploration Pty Ltd.,False,305.2,Mines & Energy SA,1999-02-01,False,0.0,100.89,N-huni,Brighton Limestone,Adelaidean,False,False,False,Limestone,Shale,"Limestone, dolomitic in part, massive to bedded, buff-grey, siliceous in part, brecciated in places, minor interbedded shale & sandstone in places, becoming clayey with depth.",mixed,grey,,buff
69321,TR 1,138.8711214,-31.2005245,1968-10-05,Kennecott Exploration (Australia) Pty Ltd.,False,207.4,Mines & Energy SA,1999-07-27,False,0.0,12.8,E-rh-w,Wilkawillina Limestone,Cambrian,False,False,False,Limestone,,"Limestone, grey-buff, dolomitic.",mixed,grey,,buff
69323,TR 3,138.8709964,-31.2000085,1968-10-10,Kennecott Exploration (Australia) Pty Ltd.,False,207.4,Mines & Energy SA,1999-07-27,False,0.0,9.14,E-rh-w,Wilkawillina Limestone,Cambrian,False,False,False,Limestone,,"Limestone, grey-buff, dolomitic, clayey with massive & vein willemite from 5m.",mixed,grey,,buff
69326,TR 6,138.8711384,-31.1997585,1968-10-11,Kennecott Exploration (Australia) Pty Ltd.,False,207.4,Mines & Energy SA,1999-07-27,False,0.0,14.33,E-rh-w,Wilkawillina Limestone,Cambrian,False,False,False,Limestone,,"Limestone, grey-buff, dolomitic, massive & vein willemite 4-5.8m",mixed,grey,,buff
69337,TR 17,138.8709224,-31.2005035,1968-10-27,Kennecott Exploration (Australia) Pty Ltd.,False,207.4,Mines & Energy SA,1999-07-27,False,0.0,10.9,E-rh-w,Wilkawillina Limestone,Cambrian,False,False,False,Limestone,,"Goethitic & manganiferous clays surrounding massive & vein willemite, minor dolomitic limestone towards top.",none,,,
69337,TR 17,138.8709224,-31.2005035,1968-10-27,Kennecott Exploration (Australia) Pty Ltd.,False,207.4,Mines & Energy SA,1999-07-27,False,10.9,23.77,N-hwpr,Rawnsley Quartzite,Adelaidean,False,False,False,Sandstone,,"Sandstone, buff-red, argillaceous in part",oxidised,,,buff; red
69338,TR 18,138.8709694,-31.2002515,1968-10-27,Kennecott Exploration (Australia) Pty Ltd.,False,207.4,Mines & Energy SA,1999-07-27,False,0.0,7.32,E-rh-w,Wilkawillina Limestone,Cambrian,False,False,False,Sandstone,,Sandstone.,none,,,
69339,TR 19,138.8708714,-31.2008995,1968-10-27,Kennecott Exploration (Australia) Pty Ltd.,False,207.4,Mines & Energy SA,1999-07-27,False,0.0,23.77,E-rh-w,Wilkawillina Limestone,Cambrian,False,False,False,Limestone,,"Limestone, grey-buff, dolomitic, red, yellow & brown clays surrounding possible fault zone 7.5-10.5m",mixed,grey,,brown; buff; red
69340,TR 20,138.8704844,-31.2013075,1968-10-27,Kennecott Exploration (Australia) Pty Ltd.,False,207.4,Mines & Energy SA,1999-07-27,False,0.0,27.43,E-rh-w,Wilkawillina Limestone,Cambrian,False,False,False,Siltstone,,"Siltstone, calcareous, goethitic & manganiferous clays in top 3m.",none,,,
69354,BRACHINA DH 1,138.5382775,-31.3579354,1965-04-21,South Australia. Department of Mines and Energy.,False,187.7,Mines & Energy SA,1999-08-24,False,0.0,185.62,E-rh-w,Wilkawillina Limestone,Cambrian,False,False,False,Limestone,,"Limestone, massive, fine grained to microcrystalline, grey-light grey, irregular red/brown & yellow/brown mottling. Archaeocyatha abundant to 61m, scattered below.",mixed,grey,,brown; red
69355,BRACHINA DH 2,138.5373065,-31.3608924,1965-01-28,South Australia. Department of Mines and Energy.,False,187.8,Mines & Energy SA,1999-08-24,False,0.0,154.08,E-rh-w,Wilkawillina Limestone,Cambrian,False,False,False,Limestone,,"Limestone, massive, microcrystalline, grey-light grey, irregular dark grey-fawn mottling. common joint cavities & clay fillings, Archaeocyatha abundant to common throughout.",reduced,dark; grey,,
69356,BRACHINA DH 3,138.5365005,-31.3635834,1965-03-12,South Australia. Department of Mines and Energy.,False,187.9,Mines & Energy SA,1999-08-24,False,0.0,183.95,E-rh-w,Wilkawillina Limestone,Cambrian,False,False,False,Limestone,,"Limestone, massive, fine grained to microcrystalline, light grey-dark grey, irregular orange/brown & fawn mottling. Archaeocyatha abundant throughout.",mixed,dark; grey,,brown
69357,BRACHINA DH 4,138.5415665,-31.3627784,1965-06-03,South Australia. Department of Mines and Energy.,False,188.2,Mines & Energy SA,1999-08-24,False,0.0,184.25,E-rh-w,Wilkawillina Limestone,Cambrian,False,False,False,Dolomite Rock,Limestone,"Dolomite to 75m, massive, fawn-grey, few vughs, then interbedded limestone, dolomite & dolomitic limestone, fine grained, light grey-grey, scattered oolites, breccia, Archaeocyatha.",reduced,grey,,
69715,DLY 1,138.6007815,-30.1928934,1966-05-31,South Australia. Department of Mines and Energy.,False,166.8,Mines & Energy SA,1998-11-09,False,0.0,59.23,N-xck---03,Curdimurka Subgroup unit 3,Adelaidean,False,False,False,Shale,Siltstone,"Shale, dark grey, carbonaceous, laminated, common silty bands, minor laminated siltstone in places, pyritic in part, brecciated at bottom.",reduced,carbonaceous; dark; grey; pyritic,carbonaceous; pyritic,
69715,DLY 1,138.6007815,-30.1928934,1966-05-31,South Australia. Department of Mines and Energy.,False,166.8,Mines & Energy SA,1998-11-09,False,59.23,85.62,N-xck---04,Curdimurka Subgroup unit 4,Adelaidean,False,False,False,Quartzite,Shale,"Quartzite & shale, interbedded in bands 1-2cm thick, grey quartzite, grey-purple shale.",mixed,grey,,purple
69716,DLY 2,138.6007815,-30.1929044,1966-06-21,South Australia. Department of Mines and Energy.,False,166.8,Mines & Energy SA,1998-11-09,False,0.0,89.31,N-xck---03,Curdimurka Subgroup unit 3,Adelaidean,False,False,False,Shale,,"Shale, red-light grey-dark grey-black, finely laminated, common thin limonitic bands, common scattered spots of limonite after pyrite, brecciated at bottom.",mixed,black; dark; grey; pyrite,pyrite,limonite; limonitic; red
69716,DLY 2,138.6007815,-30.1929044,1966-06-21,South Australia. Department of Mines and Energy.,False,166.8,Mines & Energy SA,1998-11-09,False,89.31,106.17,N-xck---04,Curdimurka Subgroup unit 4,Adelaidean,False,False,False,Quartzite,Shale,"Quartzite & shale, finely interbedded in bands to 5mm thick, light grey-purple.",mixed,grey,,purple
69717,DLY 3,138.6007815,-30.1928934,1966-07-21,South Australia. Department of Mines and Energy.,False,166.8,Mines & Energy SA,1998-11-09,False,0.0,152.6,N-xck---03,Curdimurka Subgroup unit 3,Adelaidean,False,False,False,Shale,,"Shale, light-dark grey, laminated, alternating 1-3mm shaly & silty laminae, common thin bands of limonite after pyrite, fresh pyrite below 34m, brecciated in bottom 1.5m.",mixed,dark; grey; pyrite,pyrite,limonite
69717,DLY 3,138.6007815,-30.1928934,1966-07-21,South Australia. Department of Mines and Energy.,False,166.8,Mines & Energy SA,1998-11-09,False,152.6,155.27,N-xck---04,Curdimurka Subgroup unit 4,Adelaidean,False,False,False,Quartzite,Shale,"Quartzite & shale, interbedded in bands to 5mm thick showing wavy bedding planes, light grey.",reduced,grey,,
69718,DLY 4,138.6007815,-30.1928934,1966-10-13,South Australia. Department of Mines and Energy.,False,166.8,Mines & Energy SA,1998-11-09,False,0.0,0.3,H---a,Holocene alluvial/fluvial sediments,post-Cambrian cover,False,False,False,Colluvium,,"Colluvium, gravel of vein quartz & shale fragments.",none,,,
69718,DLY 4,138.6007815,-30.1928934,1966-10-13,South Australia. Department of Mines and Energy.,False,166.8,Mines & Energy SA,1998-11-09,False,0.3,9.75,N-xck---03,Curdimurka Subgroup unit 3,Adelaidean,False,False,False,Shale,,"Shale, light grey, finely laminated, alternating bands 1-2mm thick of red & grey shaley & silty material, one quartz vein carries limonite & malachite stains.",mixed,grey,,limonite; red
